symbol,company_name,cmp,pe,mcap_cr,div_yield_pct,np_qtr_cr,profit_growth_qtr_pct,sales_qtr_cr,sales_growth_qtr_pct,roce_pct,basic_industry
UNITDSPR,United Spirits,1418.0,55.64,103108.98,1.2,463.0,-20.54,2708.0,-10.36,26.39,Breweries & Distilleries
RADICO,Radico Khaitan,4065.3,88.61,54481.66,0.22,179.46,94.92,1503.71,15.31,24.15,Breweries & Distilleries
UBL,United Breweries,1397.7,108.08,36945.58,0.72,101.87,-58.32,2250.07,-3.14,10.68,Breweries & Distilleries
ABDL,Allied Blenders,602.55,75.48,16837.52,0.9,45.42,-12.98,978.94,6.08,18.38,Breweries & Distilleries
TI,Tilaknagar Inds.,437.95,42.83,10829.54,0.23,-14.91,-38.42,949.49,147.52,11.78,Breweries & Distilleries
INDIAGLYCO,India Glycols,1173.3,26.82,7868.74,0.64,86.88,35.71,976.35,13.11,12.43,Breweries & Distilleries
PICCADIL,Piccadily Agro,736.75,52.78,7257.91,0.0,44.7,12.14,335.47,31.44,18.01,Breweries & Distilleries
GLOBUSSPR,Globus Spirits,860.7,24.87,2500.39,0.32,26.48,49.05,788.78,12.71,11.45,Breweries & Distilleries
GMBREW,G M Breweries,904.3,12.24,2065.37,1.0,37.74,45.94,199.58,22.55,17.96,Breweries & Distilleries
ASALCBR,Assoc.Alcohols,804.4,18.21,1611.47,0.25,23.51,5.28,238.5,-1.64,17.98,Breweries & Distilleries
SDBL,Som Distilleries,73.38,106.68,1525.17,0.0,-56.69,-292.98,180.81,-46.66,5.68,Breweries & Distilleries
SULA,Sula Vineyards,149.34,46.59,1261.56,1.34,8.6,-33.31,134.91,7.32,7.55,Breweries & Distilleries
BCLIND,BCL Industries,34.97,8.98,1032.48,0.74,26.05,-8.55,582.16,-19.45,13.87,Breweries & Distilleries
IFBAGRO,IFB Agro Inds.,954.35,14.41,891.96,0.0,10.55,547.24,367.99,58.46,13.29,Breweries & Distilleries
COMFINTE,Comfort Intech,5.49,,175.01,1.28,-5.8,2.04,25.21,2.15,2.68,Breweries & Distilleries
ALCODIS,Alcokraft Dist.,71.0,8.11,72.77,0.0,4.83,70.07,77.21,31.0,11.3,Breweries & Distilleries
RKDL,Ravikumar Distll,19.72,40.09,48.51,0.0,0.05,3633.33,6.91,-37.12,1.56,Breweries & Distilleries
FSL,Firstsour.Solu.,255.94,24.19,18089.51,2.15,205.24,27.72,2583.45,19.52,16.8,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
ECLERX,eClerx Services,1889.4,25.14,17754.44,0.03,189.65,24.45,1107.29,23.27,34.81,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
RPSGVENT,RPSG Ventures,900.6,,2980.41,0.0,-72.0,-327.88,2927.03,15.18,10.61,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
HGS,Hinduja Global,425.7,,1982.22,0.0,-13.58,-430.06,1084.67,-6.58,1.42,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
ONEPOINT,One Point One,54.07,36.2,1421.7,0.0,10.27,18.08,96.2,43.48,10.88,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
ALLDIGI,Alldigi Tech,836.05,16.01,1286.35,7.18,28.88,64.17,154.67,5.87,27.89,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
KANDARP,Kandarp Digi,94.6,45.88,84.88,0.0,1.13,-15.67,16.35,4.01,11.22,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
CADSYS,Cadsys (India),59.2,,59.21,0.0,-8.6,110.64,47.31,16.3,-14.11,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
WEWIN,We Win Ltd,47.34,10.58,47.63,0.0,0.95,-12.84,30.77,51.65,10.91,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
HRHNEXT,HRH Next,27.05,7.35,35.72,0.0,2.78,152.73,35.92,24.68,15.84,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
PLADAINFO,Plada Infotech S,10.9,5.4,9.35,0.0,0.79,-22.22,37.93,9.85,12.1,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
POLYCAB,Polycab India,8935.0,47.0,134606.26,0.53,796.66,32.46,8209.73,39.01,33.21,Cables - Electricals
KEI,KEI Industries,4897.5,50.94,46786.51,0.09,284.31,25.5,3476.4,19.27,20.07,Cables - Electricals
RRKABEL,R R Kabel,2378.3,53.36,26899.33,0.4,167.95,30.06,2964.14,33.65,28.1,Cables - Electricals
FINCABLES,Finolex Cables,977.8,20.96,14957.35,0.82,224.43,17.07,1951.08,22.36,16.01,Cables - Electricals
KSHINTL,KSH Internationa,867.75,52.8,5880.82,0.0,34.53,87.16,1018.34,100.52,21.36,Cables - Electricals
UNIVCABLES,Universal Cables,1204.3,25.63,4180.62,0.37,55.32,11.33,840.27,24.66,11.68,Cables - Electricals
VMARCIND,V-Marc India,280.6,41.08,4111.47,0.0,63.63,157.3,1105.46,97.52,41.38,Cables - Electricals
LASERPOWER,Laser Power,279.57,36.0,3927.67,0.0,,,,,20.51,Cables - Electricals
PARACABLES,Paramount Comm.,62.28,34.16,2040.63,0.0,20.52,9.5,573.31,13.07,12.35,Cables - Electricals
DYCL,Dynamic Cables,406.0,21.57,1966.46,0.12,24.95,37.01,349.1,33.22,26.21,Cables - Electricals
QUADFUTURE,Quadrant Future,381.1,,1524.4,0.0,1.14,-27.85,56.56,-3.27,-15.85,Cables - Electricals
DPEL,Divine Power,569.5,53.23,1421.76,0.0,18.88,,346.47,,,Cables - Electricals
PRIMECAB,Prime Cable Ind.,178.55,23.85,327.18,0.0,6.76,66.94,144.17,69.73,27.78,Cables - Electricals
CORDSCABLE,Cords Cable,203.32,12.56,259.15,0.49,8.28,84.41,266.9,14.43,17.73,Cables - Electricals
PLAZACABLE,Plaza Wires,42.35,24.97,182.31,0.0,3.91,113.66,111.53,51.8,8.44,Cables - Electricals
BHADORA,Bhadora Indust.,87.6,16.39,162.94,0.0,6.38,-5.78,78.01,21.25,23.65,Cables - Electricals
DCG,DCG Cables,53.45,11.2,97.01,0.0,2.8,-15.41,90.66,33.36,13.45,Cables - Electricals
MARCO,Marco Cables,32.8,14.6,61.33,0.0,1.19,-51.82,48.79,-22.15,14.92,Cables - Electricals
BCP,B.C. Power,1.79,17.11,12.49,0.0,-1.39,-308.82,2.26,-88.5,2.61,Cables - Electricals
CMICABLES,CMI,2.98,,4.78,0.0,-2.85,65.79,13.46,-53.71,-4.24,Cables - Electricals
HSCL,Himadri Special,777.65,49.12,39253.56,0.1,228.43,26.33,1431.88,28.04,22.12,Carbon Black
PCBL,PCBL Chemical,319.6,58.57,12578.97,1.88,40.22,-56.62,2066.06,-1.03,7.75,Carbon Black
AIAENG,AIA Engineering,4582.0,33.57,42733.07,0.35,393.33,37.88,1266.27,9.44,21.09,Castings & Forgings
PTCIL,PTC Industries,17836.0,262.92,26702.63,0.0,59.91,140.02,225.47,84.93,8.43,Castings & Forgings
HAPPYFORGE,Happy Forgings,1588.4,50.12,14986.88,0.25,83.56,23.55,423.84,20.42,18.03,Castings & Forgings
BALUFORGE,Balu Forge,431.8,20.19,5227.66,0.03,65.74,4.87,263.55,-2.26,22.72,Castings & Forgings
STEELCAS,Steelcast,310.45,36.5,3152.55,0.55,23.18,-13.41,112.43,-6.38,32.3,Castings & Forgings
NELCAST,Nelcast,133.08,23.89,1157.99,0.53,15.27,12.78,368.18,11.65,11.43,Castings & Forgings
TIRUPATIFL,Tirupati Forge,77.48,158.88,1000.96,0.0,1.52,16.92,41.91,52.4,7.53,Castings & Forgings
INVPRECQ,Inv.& Prec.Cast.,942.8,77.48,939.85,0.11,3.77,98.42,51.17,20.37,14.39,Castings & Forgings
SGIL,Synergy Green,597.75,186.71,929.8,0.17,0.41,-89.58,119.04,22.13,9.24,Castings & Forgings
KALYANIFRG,Kalyani Forge,604.45,23.75,221.38,0.66,5.88,163.68,56.98,-3.34,12.16,Castings & Forgings
MUNISH,Munish Forge,70.5,16.12,169.7,0.0,3.41,-57.05,100.1,10.61,11.98,Castings & Forgings
HILTON,Hilton Met.Forg.,21.1,31.3,107.99,0.0,0.14,-96.91,50.84,13.05,5.64,Castings & Forgings
SCML,Sharp Chucks and,80.0,10.52,96.67,0.0,2.64,-22.12,141.11,28.62,12.33,Castings & Forgings
GANGAFORGE,Ganga Forging,1.75,,58.98,0.0,1.06,174.55,7.19,-7.23,-6.43,Castings & Forgings
ABHAPOWER,Abha Power,25.1,18.97,46.66,0.0,0.43,-86.44,27.65,-22.72,7.01,Castings & Forgings
ULTRACEMCO,UltraTech Cem.,11908.0,40.69,350906.91,2.02,2603.72,15.75,24648.2,15.85,12.78,Cement & Cement Products
GRASIM,Grasim Inds,3113.0,42.33,211861.96,0.32,3802.23,30.85,51101.11,15.44,8.01,Cement & Cement Products
AMBUJACEM,Ambuja Cements,423.55,21.06,105256.64,0.47,1857.43,102.92,10915.47,9.37,5.61,Cement & Cement Products
SHREECEM,Shree Cement,26825.0,57.6,96893.76,0.56,527.53,-8.47,6101.0,10.29,10.27,Cement & Cement Products
JKCEMENT,J K Cements,5668.0,44.82,43761.09,0.35,274.62,-14.47,4031.72,20.26,15.1,Cement & Cement Products
DALBHARAT,Dalmia BharatLtd,1854.7,32.17,34775.73,0.49,394.0,-9.13,4245.0,3.76,7.59,Cement & Cement Products
ACC,ACC,1333.9,11.8,25054.47,0.56,238.3,-62.87,7146.18,16.87,11.25,Cement & Cement Products
RAMCOCEM,The Ramco Cement,915.1,83.13,21556.57,0.27,150.72,307.09,2610.32,8.89,6.12,Cement & Cement Products
JSWCEMENT,JSW Cement,133.84,27.93,18245.95,0.37,361.65,998.1,1894.99,10.86,11.07,Cement & Cement Products
NUVOCO,Nuvoco Vistas,361.85,31.08,12898.6,0.0,159.63,19.98,3128.71,8.91,7.07,Cement & Cement Products
INDIACEM,India Cements,408.2,93.54,12628.43,0.0,26.85,526.14,1019.42,-0.52,1.24,Cement & Cement Products
STARCEMENT,Star Cement,204.01,20.52,8244.09,0.98,147.03,23.59,1173.55,11.54,16.68,Cement & Cement Products
BIRLACORPN,Birla Corpn.,974.05,13.33,7505.69,1.28,294.77,-3.59,2836.12,0.75,9.78,Cement & Cement Products
JKLAKSHMI,JK Lakshmi Cem.,573.55,17.93,7127.07,1.13,125.06,-29.39,1901.53,0.21,12.0,Cement & Cement Products
PRSMJOHNSN,Prism Johnson,108.02,,5429.32,0.0,-15.95,60.67,2110.39,7.65,5.92,Cement & Cement Products
HEIDELBERG,Heidelberg Cem.,156.73,25.38,3540.12,4.47,45.21,-5.67,646.22,5.51,14.67,Cement & Cement Products
ORIENTCEM,Orient Cement,134.35,8.06,2753.5,0.37,55.43,31.59,647.23,-21.57,16.46,Cement & Cement Products
MANGLMCEM,Mangalam Cement,982.65,18.48,2697.63,0.15,65.23,371.61,490.4,-2.49,10.76,Cement & Cement Products
SAGCEM,Sagar Cements,176.6,,2311.63,0.0,100.05,297.08,786.96,19.59,1.97,Cement & Cement Products
KCP,K C P,163.19,10.47,2110.44,0.31,121.1,130.3,683.75,7.71,12.2,Cement & Cement Products
SHREDIGCEM,Sh. Digvijay Cem,74.89,44.3,1107.43,2.0,7.95,-56.7,208.47,-3.67,6.4,Cement & Cement Products
NCLIND,NCL Industries,184.81,6.38,836.27,1.62,42.09,625.08,399.63,6.5,14.49,Cement & Cement Products
DECCANCE,Deccan Cements,559.85,44.02,786.58,0.11,4.73,-202.01,213.89,79.86,3.31,Cement & Cement Products
VISAKAIND,Visaka Industrie,80.24,43.21,692.19,1.5,40.92,42.71,479.43,12.52,7.03,Cement & Cement Products
BIGBLOC,BIGBLOC Const.,46.49,,657.35,0.0,-0.83,-12.87,86.93,34.59,1.81,Cement & Cement Products
SAURASHCEM,Saurashtra Cem.,57.04,29.11,632.49,0.0,18.83,-20.86,446.65,-6.57,2.5,Cement & Cement Products
ACL,Andhra Cements,47.64,,435.89,0.0,48.52,211.16,154.85,73.07,-6.01,Cement & Cement Products
KESORAMIND,Kesoram Inds.,11.95,,370.38,0.0,31.07,23.71,66.62,-0.98,-8.48,Cement & Cement Products
APCL,Anjani Portland,103.24,,297.15,0.0,1.65,93.15,124.04,-10.68,0.12,Cement & Cement Products
KAKATCEM,Kakatiya Cement,122.17,,95.05,2.46,-4.44,43.58,14.83,-25.29,-7.54,Cement & Cement Products
BVCL,Barak Valley,40.78,314.2,91.12,0.0,1.45,22.88,59.65,2.92,4.48,Cement & Cement Products
KAJARIACER,Kajaria Ceramics,1209.6,36.96,19219.63,0.74,156.56,117.94,1373.35,12.4,23.27,Ceramics
NITCO,Nitco,103.2,75.36,2479.34,0.0,-7.79,-171.23,152.33,62.85,7.07,Ceramics
SOMANYCERA,Somany Ceramics,490.2,24.14,2015.45,1.22,37.4,88.57,817.93,6.36,12.8,Ceramics
ASIANTILES,Asian Granito,51.88,73.68,1537.76,0.0,-32.67,-739.21,538.5,4.61,3.12,Ceramics
ORIENTBELL,Orient Bell,316.1,38.94,469.24,0.32,6.12,192.15,212.58,11.46,5.58,Ceramics
EXXARO,Exxaro Tiles,6.26,98.81,279.64,0.0,0.2,-94.3,99.9,5.18,4.31,Ceramics
MURUDCERA,Murudesh.Ceramic,30.92,16.28,183.35,1.62,1.46,-57.8,62.64,-5.66,5.21,Ceramics
REGENCERAM,Regency Ceramics,34.64,,93.49,0.0,-12.49,-208.99,11.26,60.4,-116.47,Ceramics
GODFRYPHLP,Godfrey Phillips,2046.5,20.93,31931.68,1.55,521.46,77.36,1787.27,13.59,32.84,Cigarettes & Tobacco Products
VSTIND,VST Industries,227.9,13.3,3872.81,5.27,116.69,120.17,457.06,30.87,28.13,Cigarettes & Tobacco Products
ELITECON,Elitecon Inter.,16.07,8.02,2570.33,0.31,103.57,676.39,1741.26,1750.04,,Cigarettes & Tobacco Products
SHANTHALA,Shanthala FMCG,18.05,9.52,12.09,0.0,0.72,71.43,25.82,-0.12,5.98,Cigarettes & Tobacco Products
LT,Larsen & Toubro,3792.4,31.8,521806.72,1.0,6133.06,2.11,82762.16,11.25,14.57,Civil Construction
RVNL,Rail Vikas,224.13,53.45,46754.6,0.77,181.66,-58.92,6695.91,4.18,10.8,Civil Construction
CEMPRO,Cemindia Project,1516.8,44.28,26053.48,0.2,242.17,113.63,2973.49,17.42,32.76,Civil Construction
NBCC,NBCC,93.15,37.98,25134.58,0.72,253.52,-0.95,4559.8,-1.81,30.95,Civil Construction
IRB,IRB Infra.Devl.,19.48,26.75,23527.94,0.8,296.26,37.98,1927.0,-10.34,7.48,Civil Construction
KPIL,Kalpataru Proj.,1297.9,22.62,22137.74,0.85,430.6,73.61,7777.9,10.06,18.28,Civil Construction
CMPDI,Central Mine Pla,253.57,27.65,18077.69,0.42,116.27,53.88,481.37,17.62,38.07,Civil Construction
ENGINERSIN,Engineers India,224.25,18.23,12606.03,1.78,195.53,-30.12,926.29,-8.31,30.63,Civil Construction
KEC,KEC International,472.95,19.35,12589.93,1.16,192.79,-28.12,6389.75,-7.02,14.5,Civil Construction
IRCON,Ircon Intl.,125.44,19.81,11795.05,2.11,191.46,-9.13,3188.98,-6.54,9.69,Civil Construction
TECHNOE,Techno Elec.Engg,995.2,25.81,11579.29,0.9,114.51,-14.96,1010.04,23.81,14.85,Civil Construction
AFCONS,Afcons Infrastr.,283.8,34.78,10439.53,0.7,-88.55,-179.69,2613.84,-18.91,13.91,Civil Construction
RITES,Rites,213.37,25.03,10267.47,3.54,139.35,-2.06,768.26,27.56,22.0,Civil Construction
NCC,NCC,136.18,12.24,8556.23,1.62,216.77,-18.83,6232.71,1.66,16.82,Civil Construction
GRINFRA,G R Infraproject,871.0,10.28,8444.08,1.44,209.86,-52.0,2500.41,9.88,11.92,Civil Construction
WELENT,Welspun Enterp,602.0,21.22,8341.47,0.5,162.79,46.99,1199.46,13.81,16.76,Civil Construction
POWERMECH,Power Mech Proj.,2555.6,22.21,8084.96,0.05,153.41,21.59,2110.73,13.89,21.82,Civil Construction
DBL,Dilip Buildcon,386.8,10.24,6269.27,0.26,123.83,-60.27,2299.81,-25.72,13.32,Civil Construction
ISGEC,ISGEC Heavy,854.75,54.63,6269.14,0.58,84.97,-19.71,2048.28,17.42,10.85,Civil Construction
SHREMINVIT,Shrem InvIT,102.0,7.49,6230.61,13.41,281.89,-3.0,523.74,-38.26,9.54,Civil Construction
PNCINFRA,PNC Infratech,234.03,13.4,6000.71,0.26,107.76,35.08,1616.98,-5.11,8.46,Civil Construction
CEIGALL,Ceigall India,336.05,18.75,5847.26,0.0,129.04,70.86,1386.51,37.06,17.26,Civil Construction
HCC,Hind.Construct.,21.44,40.84,5613.6,0.0,58.94,-34.57,992.2,-27.77,22.84,Civil Construction
AHLUCONT,Ahluwalia Contr.,800.2,20.15,5355.79,0.07,82.02,-1.57,1322.3,8.76,20.45,Civil Construction
SWSOLAR,Sterling & Wils.,206.36,15.43,4819.12,0.0,53.27,69.6,1590.13,-9.74,26.78,Civil Construction
PSPPROJECT,PSP Projects,987.4,69.53,3909.61,0.0,21.09,226.47,1115.24,65.74,7.88,Civil Construction
JKIL,J Kumar Infra,492.45,9.5,3727.3,0.81,105.49,-7.58,1572.54,-3.69,18.34,Civil Construction
HGINFRA,H.G. Infra Engg.,541.9,11.88,3528.72,0.37,84.62,-59.14,1426.81,4.84,11.31,Civil Construction
ASHOKA,Ashoka Buildcon,120.89,4.22,3395.05,0.0,146.8,-64.65,1954.3,-27.47,26.52,Civil Construction
KNRCON,KNR Construct.,119.28,7.67,3354.29,0.21,106.1,-50.12,695.59,-28.67,10.39,Civil Construction
INTERARCH,Interarch Build.,1810.6,22.03,3015.24,0.69,36.6,-5.38,503.62,8.65,22.82,Civil Construction
PATELENG,Patel Engineerin,28.05,6.98,2780.08,0.0,43.63,-6.06,1421.48,-11.81,13.5,Civil Construction
GKENERGY,GK Energy,136.04,13.69,2754.55,0.0,59.05,31.66,418.57,18.74,40.87,Civil Construction
NXT-INFRA,Nxt-Infra Trust,95.5,26.99,2721.75,18.03,-1.19,-101.27,87.47,-26.91,6.35,Civil Construction
CAPINVIT,Capital Infra,74.41,6.51,2669.74,3.11,125.62,270.4,259.29,37.41,7.19,Civil Construction
RAMKY,Ramky Infra,372.3,11.38,2576.23,0.0,52.12,54.83,506.68,3.64,13.66,Civil Construction
VINDHYATEL,Vindhya Telelink,1851.8,9.98,2198.57,0.32,103.47,-5.89,1009.3,-18.02,8.15,Civil Construction
BGRENERGY,BGR Energy Sys.,293.2,,2125.12,0.0,-770.59,-132.48,50.12,-61.47,-26.94,Civil Construction
INDIANHUME,Indian Hume Pipe,371.4,32.45,1956.34,0.54,22.98,-36.06,351.3,-10.41,9.51,Civil Construction
SIMPLEXINF,Simplex Infra,236.15,47.27,1863.22,0.0,18.8,-43.16,282.9,0.34,2.4,Civil Construction
VIKRAN,Vikran Engg.,71.82,20.0,1851.0,0.0,56.0,48.31,647.4,82.19,16.55,Civil Construction
CAPACITE,Capacit'e Infra.,214.35,9.6,1814.32,0.0,44.55,-11.04,711.78,6.03,15.48,Civil Construction
SOLARWORLD,Solarworld Ene.,198.85,14.3,1722.16,0.0,49.06,419.7,591.81,235.47,23.8,Civil Construction
SPMLINFRA,SPML Infra,198.71,22.56,1684.51,0.0,27.18,126.31,290.51,53.68,6.76,Civil Construction
MBEL,M & B Engineer.,291.25,17.81,1665.0,0.0,27.0,-5.33,363.71,15.96,22.96,Civil Construction
GARUDA,Garuda Cons,172.72,13.09,1604.61,0.01,34.42,90.8,149.05,84.15,41.81,Civil Construction
GPTINFRA,GPT Infraproject,114.24,14.8,1443.84,2.63,29.78,31.52,414.68,8.91,21.4,Civil Construction
BLKASHYAP,B.L.Kashyap,54.83,90.76,1235.18,0.0,-12.52,591.26,363.71,23.64,13.03,Civil Construction
SRM,SRM Contractors,502.45,10.38,1151.93,0.0,54.1,124.67,445.75,95.87,37.14,Civil Construction
SEPC,SEPC,5.94,20.81,1133.75,0.0,13.73,40.72,273.83,132.45,5.03,Civil Construction
GAYAPROJ,Gayatri Projects,20.58,10.57,938.0,0.0,-111.0,-87.92,191.34,39.52,6.98,Civil Construction
LIKHITHA,Likhitha Infra.,231.2,23.49,920.66,0.0,4.1,-73.91,120.69,-10.93,13.69,Civil Construction
OMINFRAL,Om Infra,88.16,41.26,848.33,0.45,6.46,-56.32,160.1,-6.89,4.7,Civil Construction
SUPREMEINF,Supreme Infra.,85.31,,827.37,0.0,-60.36,83.78,13.89,-37.32,,Civil Construction
SSEGL,Sathlokhar Sys.,306.4,9.65,795.98,0.0,30.26,64.64,277.37,48.91,37.09,Civil Construction
VIVIANA,Viviana Power,715.4,14.43,724.33,0.0,43.26,245.25,432.34,208.24,50.69,Civil Construction
ABINFRA,A B Infrabuild,10.01,33.05,639.43,0.05,5.97,-14.16,83.93,16.98,16.06,Civil Construction
OMPOWER,Om Power Transmission,165.84,14.19,567.95,0.0,16.65,36.48,174.62,67.2,42.7,Civil Construction
WSI,W S Inds.,61.4,197.23,465.46,0.0,2.59,273.86,20.83,-47.49,3.06,Civil Construction
E2ERAIL,E to E Transportation,254.05,26.1,438.43,0.0,24.11,1.64,268.99,69.24,14.79,Civil Construction
GANESHIN,Ganesh Infra.,102.6,5.75,438.32,0.0,24.46,110.5,229.58,44.72,18.87,Civil Construction
UNIVASTU,Univastu India,120.72,18.64,434.43,0.0,10.34,264.41,109.44,174.22,29.96,Civil Construction
CHAVDA,Chavda Infra Ltd,121.0,23.24,395.14,0.0,7.34,-31.72,167.61,49.76,13.47,Civil Construction
MARKOLINES,Markolines Pavem,176.26,14.85,391.41,0.85,11.36,-7.57,92.73,-19.06,15.7,Civil Construction
MOLDTECH,Mold-Tek Technol,134.09,38.44,387.91,0.75,2.28,246.15,55.49,85.71,10.61,Civil Construction
ZODIAC,Zodiac Energy,254.7,18.32,386.09,0.29,10.63,12.61,211.12,23.22,15.86,Civil Construction
MBLINFRA,MBL Infrast,25.7,,385.49,0.0,-8.46,82.04,52.18,67.4,2.69,Civil Construction
IL&FSENGG,IL&FS Engg.,30.06,109.66,383.83,0.0,10.09,154.23,29.81,-70.79,,Civil Construction
ATMASTCO,Atmastco Ltd,153.8,15.25,380.42,0.0,13.99,42.9,141.96,2.2,20.41,Civil Construction
VPRPL,Vishnu Prakash R,27.46,,343.3,0.0,-130.79,-905.36,101.62,-74.91,-6.76,Civil Construction
DBEIL,Deepak Builders,7.18,8.49,336.78,1.39,14.51,29.55,236.25,5.32,13.55,Civil Construction
RPPINFRA,RPP Infra Proj.,61.79,32.8,304.67,0.81,-13.13,-232.9,451.62,30.57,4.94,Civil Construction
ATLANTAA,Atlantaa,36.15,,289.5,0.0,21.61,131.62,30.52,21.21,1.95,Civil Construction
SAVY,Savy Infra,121.95,6.04,253.76,0.0,23.75,78.3,422.57,127.84,42.76,Civil Construction
GLOBECIVIL,Globe Civil,40.05,10.36,241.5,0.0,5.74,-8.31,130.44,31.62,16.09,Civil Construction
GIRIRAJ,Giriraj Civil,90.25,14.31,215.89,0.0,8.48,-43.35,162.38,-27.19,15.07,Civil Construction
A2ZINFRA,A2Z Infra Engg.,12.12,29.62,215.33,0.0,6.65,-83.07,92.24,1.74,16.34,Civil Construction
MADHAVIPL,Madhav Infra,7.99,7.72,211.64,0.0,11.5,-4.85,254.06,-17.6,15.63,Civil Construction
PRATHAM,Pratham EPC,114.0,33.7,207.62,0.0,1.02,-80.5,72.25,26.91,10.41,Civil Construction
CURRENT,Current Infra.,104.0,14.17,199.14,0.0,10.16,84.73,115.9,153.61,26.98,Civil Construction
HVAX,HVAX Technolog.,655.0,12.72,181.89,0.0,9.38,29.92,99.57,17.61,19.66,Civil Construction
AVPINFRA,AVP Infracon,69.9,4.15,174.6,0.0,18.95,-6.83,227.64,28.93,22.91,Civil Construction
NIRAJ,Niraj Cement,28.69,7.95,171.73,0.0,5.23,-30.64,134.63,-19.19,11.05,Civil Construction
MRIL,Mahendra Realtor,70.1,8.73,154.95,0.0,15.22,65.61,95.65,20.09,20.93,Civil Construction
HECPROJECT,HEC Infra Proj.,140.22,12.06,151.97,0.0,6.1,7.58,50.73,9.1,21.43,Civil Construction
TICL,Twamev Constr.,9.63,21.41,148.35,0.0,1.61,-98.3,22.51,-54.74,1.17,Civil Construction
BRNL,Bharat Road,17.45,,145.41,0.0,-110.19,-1227.16,48.9,3.47,-6.48,Civil Construction
SADBHAV,Sadbhav Engg.,7.84,12.74,133.81,0.0,122.3,62.11,270.94,-6.5,13.44,Civil Construction
WINSOL,Winsol Engineers,115.2,9.27,132.88,0.0,7.36,43.75,70.37,2.31,24.61,Civil Construction
TARMAT,Tarmat,49.95,20.03,124.99,0.0,2.96,419.3,42.46,12.36,3.57,Civil Construction
USK,Udayshivakumar,21.8,73.09,121.34,0.0,13.35,313.6,48.05,-57.29,3.72,Civil Construction
AESTHETIK,Aesthetik Engi.,70.05,16.92,120.62,0.0,3.62,-26.72,80.5,99.11,17.64,Civil Construction
REPL,Rudrabhish. Ent.,65.88,,119.39,0.0,-13.38,-872.83,20.88,-43.08,-4.66,Civil Construction
BCPL,BCPL Railway,70.07,18.16,116.95,1.43,2.66,-53.33,57.92,-25.47,9.3,Civil Construction
NAVKARURB,Navkar Urban.,1.05,38.97,114.58,0.48,-0.13,95.09,14.41,314.08,2.72,Civil Construction
READYMIX,Readymix Cons.,104.25,15.27,114.24,0.0,6.71,-39.77,62.96,13.18,15.99,Civil Construction
KCEIL,Kay Cee,88.5,5.75,108.18,0.0,9.61,-20.32,80.98,-29.47,22.3,Civil Construction
SPCON,Srinibas Pradhan,132.0,12.64,103.76,0.0,4.1,32.26,44.63,-17.76,28.57,Civil Construction
LAKSHYA,Lakshya Powertec,99.5,9.89,100.33,0.0,3.28,-61.0,91.23,-2.32,13.48,Civil Construction
SEMAC,Semac Construct,311.0,13.52,96.95,0.0,4.53,392.71,74.87,2.14,10.0,Civil Construction
BANKA,Banka Bioloo,87.61,154.66,95.77,0.0,1.6,215.82,17.67,19.07,4.98,Civil Construction
KONSTELEC,Konstelec Engg.,61.3,12.7,92.56,0.0,5.75,452.88,105.57,-3.38,11.01,Civil Construction
SADBHIN,Sadbhav Infra.,2.28,2.55,80.65,0.0,85.94,1275.68,201.68,0.97,17.62,Civil Construction
MAYASHEEL,Mayasheel Vent.,36.4,4.99,80.27,0.0,3.28,18.35,125.87,10.65,28.54,Civil Construction
RILINFRA,Rachana Infra.,39.6,7.27,73.68,0.0,9.46,148.95,90.33,40.22,17.11,Civil Construction
K2INFRA,K2 Infragen,58.0,5.51,73.19,0.0,5.97,-17.66,94.39,-0.99,14.69,Civil Construction
RKEC,RKEC Projects,27.71,7.55,71.54,0.0,1.71,-73.07,32.65,-72.56,14.11,Civil Construction
INTEGRITY,Integrity Infra.,161.0,10.03,69.23,0.0,4.5,240.91,108.89,73.14,35.61,Civil Construction
IL&FSTRANS,IL&FS Transport,2.09,,67.45,0.0,-248.01,-1100.85,806.58,7.66,-18.13,Civil Construction
SAMAY,Samay Project,43.7,10.5,67.08,0.0,4.0,87.79,30.06,59.05,27.7,Civil Construction
SUNTECH,Suntech Infra.,30.1,4.27,58.28,0.0,10.73,10.62,108.64,14.61,16.29,Civil Construction
SONUINFRA,Sonu Infratech,40.05,3.62,47.12,0.0,4.59,-12.57,90.06,-0.9,19.08,Civil Construction
TPHQ,Teamo Production,0.41,449.5,44.95,0.0,-6.24,-4900.0,15.19,-3.98,0.35,Civil Construction
AKASH,Akash InfraProj.,26.62,50.43,44.88,0.0,0.65,-59.41,37.6,85.86,3.81,Civil Construction
